Power Plant ,Plant Key ,Technology Type ,Operating Capacity,Net Generation,Capacity Factor (%),Heat Rate for Electricity (Btu/kWh),Non-Fuel Variable O&M Cost ($),Fuel Costs ($),Fixed O&M Cost ($),Total Operating & Maintenance Expense ($),Primary Fuel Type ,Marginal Price
Timber Road II Wind Farm,-90176,Wind Turbine,99,336861,38.84,NA,535981.71,0,1770705.64,2306687.35,Wind,1.59110645
Timber Road II Wind Farm,-90175,Wind Turbine,99,336861,38.84,NA,535981.71,0,1770705.64,2306687.35,Wind,1.59110645
Timber Road II Wind Farm,-90174,Wind Turbine,99,336861,38.84,NA,535981.71,0,1770705.64,2306687.35,Wind,1.59110645
Timber Road II Wind Farm,-90173,Wind Turbine,99,336861,38.84,NA,535981.71,0,1770705.64,2306687.35,Wind,1.59110645
Timber Road II Wind Farm,-90171,Wind Turbine,99,336861,38.84,NA,535981.71,0,1770705.64,2306687.35,Wind,1.59110645
Tinley Park,-7216,Internal Combustion,1.4,0,0,11075,0,10834.35,13288.83,24123.17,Gas,#DIV/0!
Tinton Falls Solar Farm,-52053,Solar,16,25113,17.92,NA,0,0,422965.16,422965.16,Solar,0
Tinton Landfill Project,-17805,Internal Combustion,1,NA,NA,11075,NA,NA,42216.98,NA,Biomass,#VALUE!
Titus CT,-107325,Gas Turbine,35,0,0,12749,0,13311.48,150176.91,163488.39,Oil,#DIV/0!
Titusville Solar Project,-48133,Solar,4.1,7158,19.93,NA,0,0,108384.82,108384.82,Solar,0
Toledo,-103559,Other,6,8973,17.07,NA,NA,NA,NA,NA,Coal,#VALUE!
Toledo,-103558,Other,6,8973,17.07,NA,NA,NA,NA,NA,Coal,#VALUE!
Toledo Zoo Solar Ground Array,-77584,Solar,1.7,2294,15.4,NA,0,0,44940.05,44940.05,Solar,0
Tolna,-107331,Gas Turbine,50,0,0,16797.7,0,114994.45,275695.35,390689.8,Oil,#DIV/0!
Tolson Solar Farm,-94756,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Toms River Solar,-18960,Solar,0.24,NA,NA,NA,NA,NA,6344.48,NA,Solar,#VALUE!
Town of Chestertown Solar Farm,-115516,Solar,1.3,24,2.48,NA,0,0,2918.75,2918.75,Solar,0
Townsend Hydro,-7250,Hydraulic Turbine,4.2,17437,47.39,NA,305884.7,0,133583.2,439467.89,Water,17.54227791
Toys R Us Solar Project,-59523,Solar,2.4,5134,24.42,NA,0,0,63444.77,63444.77,Solar,0
Trenton Solar Farm,-19766,Solar,1,1600,18.26,NA,0,0,26435.32,26435.32,Solar,0
Trigen-Trenton Energy Company,-7276,Internal Combustion,5.8,4943,9.73,5714.34,107373.78,89349.41,55714.66,252437.85,Gas,39.79833907
Trimble County,-38576,Steam Turbine,1271,8278514,74.35,9766.12,26880733,186471148.9,43350627,256702508.9,Coal,25.77176072
Trimble County,-20988,Steam Turbine,1271,8278514,74.35,9766.12,26880733,186471148.9,43350627,256702508.9,Coal,25.77176072
Trimble County,-7279,Steam Turbine,1271,8278514,74.35,9766.12,26880733,186471148.9,43350627,256702508.9,Coal,25.77176072
Trimble County,-7277,Steam Turbine,1271,8278514,74.35,9766.12,26880733,186471148.9,43350627,256702508.9,Coal,25.77176072
Triton East and West Cogeneration,-66061,Internal Combustion,3.6,182,0.59,6060.44,42254,3253.55,36440.97,81948.53,Gas,250.0414835
Troy Energy,-57534,Gas Turbine,676,165496,2.79,10510.54,831156.17,5764628.02,2101375.5,8697159.68,Gas,39.85464416
Troy Energy IC,-77841,Internal Combustion,14,NA,NA,11075,NA,NA,136404.59,NA,Oil,#VALUE!
Tullytown Landfill Gas Facility,-54232,Internal Combustion,1.6,12848,91.67,10548.41,164713.66,493298.26,19805.39,677817.31,Biomass,51.21512453
Turkey Point Wind Project (Frey Farm Wind),-99239,Wind Turbine,3.2,6140,21.9,NA,44951.15,0,142615.5,187566.66,Wind,7.321034202
Turnkey Project - GlaxoSmith,-22161,Solar,1.6,3333,23.78,NA,0,0,42296.52,42296.52,Solar,0
TWE Kelford Solar Project,-90210,Solar,5,NA,NA,NA,NA,NA,11225.96,NA,Solar,#VALUE!
Twin Branch,-7317,Hydraulic Turbine,4.8,27605,65.65,NA,339332,0,225843,565175,Water,12.2924108
Twin Branch Solar (Clean Energy Solar Pilot Project),-86334,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Twin Bridges Gas Recovery,-10762,Internal Combustion,12.8,68069,60.71,11527.13,1166605,532578,308853,2008036,Biomass,24.96265554
Twin Ridges Wind Farm,-22246,Wind Turbine,139.4,421762,34.54,NA,689060.08,0,2410271.13,3099331.21,Wind,1.633765204
Two Mile Desert Road Solar Farm,-79692,Solar,5,4037,15.72,NA,0,0,77495.33,77495.33,Solar,0
UMCP CHP,-9660,Gas Turbine,21.6,134428,71.04,7386.07,188669.16,3192250.33,102428.1,3483347.59,Gas,25.1504113
UMCP CHP ST,-13225,Steam Turbine,5.1,20302,45.44,3000,252466.08,177352.61,121924.81,551743.5,Gas,21.17124865
UMES Solar Project,-21786,Solar,2.1,3040,16.53,NA,0,0,55514.18,55514.18,Solar,0
UMMS (Pocomoke) Solar Facility,-52968,Solar,2.8,4449,18.14,NA,0,0,74018.9,74018.9,Solar,0
Union City Wind Turbine Project,-19324,Wind Turbine,1,881,10.06,NA,6449.83,0,44567.34,51017.18,Wind,7.321032917
Union County Resource Recovery Facility,-17159,Steam Turbine,38.5,294968,87.46,17606.53,2278111.84,33808516.47,1124019.82,37210648.13,Biomass,122.3408245
United Stationers Supply Solar,-64936,Solar,2.8,4249,17.32,NA,0,0,74018.9,74018.9,Solar,0
United Water New Jersey Facility,-99219,Internal Combustion,8,17477,24.94,10911.77,274932.1,788839.99,98377.25,1162149.34,Gas,60.86697316
University of Delaware Wind Facility,-21347,Wind Turbine,2,5126,29.26,NA,37527.63,0,89134.69,126662.31,Wind,7.321035895
University of Delaware Wind Facility,-18798,Wind Turbine,2,5126,29.26,NA,37527.63,0,89134.69,126662.31,Wind,7.321035895
University of Illinois Cogeneration,-7366,Internal Combustion,36.5,4931,1.54,9801.26,183085.92,147572.49,467159.41,797817.82,Gas,67.05706956
University of Illinois CT,-9662,Gas Turbine,23.4,100005,48.79,10101.84,140356.62,2979917.36,110963.77,3231237.75,Gas,31.20117974
University of Medicine & Dentistry,-7369,Gas Turbine,11.1,73936,76.04,6568.79,103768.88,2008945.32,113043.54,2225757.74,Gas,28.57490532
University of Notre Dame,-7374,Steam Turbine,21.1,65566,35.47,5704.95,589644.02,1102932.23,276898.17,1969474.42,Coal,25.81484687
University of Notre Dame IC,-13210,Internal Combustion,7.4,278,0.43,7431.65,46702.07,24810.92,56678.98,128191.97,Oil,257.2409712
University of Toledo Solar (Scott Park Campus),-36321,Solar,1.12,NA,NA,NA,NA,NA,29607.56,NA,Solar,#VALUE!
University Park Energy,-57409,Gas Turbine,336,109180,3.71,11670.06,435868.93,3758356.19,1067430.74,5261655.86,Gas,38.41569079
Upper Sterling,-7402,Hydraulic Turbine,2,10078,57.52,NA,148991.61,0,115968.92,264960.53,Water,14.78384699
US GSA Heating and Transmission,-47852,Gas Turbine,10,22752,25.97,29185.13,35362.18,1959217.7,64002.7,2058582.58,Gas,87.66613397
Van Erk Dairy IC (Cogen),-87331,Internal Combustion,0.5,NA,NA,11075,NA,NA,21108.49,NA,Biomass,#VALUE!
Van Sant Station,-7433,Gas Turbine,39,2402,0.7,11718.15,71043.71,202071.98,192046.31,465161.99,Gas,113.7034513
Vermillion Generating,-34834,Gas Turbine,712,105077,1.68,14329.73,2620608,5525313.3,1513580,9659501.3,Gas,77.5233524
Vermillion Generating,-34833,Gas Turbine,712,105077,1.68,14329.73,2620608,5525313.3,1513580,9659501.3,Gas,77.5233524
Versailles,-7458,Internal Combustion,5.4,202,0.43,10267.33,58567.26,24950.31,60833.54,144351.11,Oil,413.4533168
Vienna,-107341,Steam Turbine,153,9965,0.74,17692.72,691569.01,1152597.68,2754078.52,4598245.2,Oil,185.0643944
Vienna CT,-107345,Gas Turbine,19.9,1085,0.62,15114.29,76271.11,196675.35,203843.52,476789.99,Oil,251.5635576
Village Of Oak Harbor Solar Farm,-80751,Solar,1.88,NA,NA,NA,NA,NA,49698.41,NA,Solar,#VALUE!
Vineland Headquarters Solar Plant,-47748,Solar,1.1,1547,16.05,NA,0,0,29078.85,29078.85,Solar,0
Vineland Solar One (Landis Sewage),-20947,Solar,4.1,5399,15.03,NA,0,0,108384.82,108384.82,Solar,0
Vineland Solar Power Project,-24648,Solar,5.7,7105,14.23,NA,0,0,150681.34,150681.34,Solar,0
Virginia Beach Landfill,-90942,Internal Combustion,10.8,1882,1.99,10702.44,105533.56,178201.29,133361.53,417096.38,Biomass,150.762407
Virginia Beach Landfill,-90941,Internal Combustion,10.8,1882,1.99,10702.44,105533.56,178201.29,133361.53,417096.38,Biomass,150.762407
Virginia City Hybrid Energy Center,-10774,Steam Turbine,624,2808749,51.38,9977.56,16686883,75688835.28,45140359,137516077.3,Coal,32.88856294
Virginia Tech Power Plant,-17032,Steam Turbine,6.3,25170,45.61,11373,226357.26,775738.45,82675.76,1084771.47,Coal,39.81309932
VMEA,-7491,Internal Combustion,6,174,0.33,10402.3,58589.69,21744.4,64199.98,144534.07,Oil,461.6901724
VMEA-1 Credit Gen.,-7492,Internal Combustion,12.3,361,0.34,9961.22,87222.37,43210.03,146000.64,276433.04,Oil,361.3085873
Voorhees - KHL723,-18961,Solar,0.29,NA,NA,NA,NA,NA,7666.24,NA,Solar,#VALUE!
W.C. Beckjord Battery Storage,-95025,Other,4,NA,NA,NA,NA,NA,NA,NA,Other Nonrenewable,#VALUE!
W.H. Sammis,-10162,Steam Turbine,2210,8843344,45.68,11018.07,29355834.61,259583309.4,63494316.49,352433460.5,Coal,32.67306395
W.H. Sammis IC,-15624,Internal Combustion,13,52,0.05,11038.46,30122.9,6899.67,143539.52,180562.09,Oil,711.9725
W.H. Zimmer,-88869,Steam Turbine,1344,5936999,50.43,9762.41,36034790,144451626,64037010,244523426,Coal,30.40027731
W.H. Zimmer,-85086,Steam Turbine,1344,5936999,50.43,9762.41,36034790,144451626,64037010,244523426,Coal,30.40027731
W.H. Zimmer,-30228,Steam Turbine,1344,5936999,50.43,9762.41,36034790,144451626,64037010,244523426,Coal,30.40027731
Wabash Valley Power IGCC,-12123,Integrated Gasification,290,1223856,48.18,9775.14,1860803,48460624,10981185,61302612,Other Nonrenewable,41.11711427
Wadsworth,-7531,Internal Combustion,5.4,15,0.03,9733.33,8689.3,1742.34,54986.31,65417.95,Oil,695.4426667
Wakefern Food Corp,-52582,Solar,2,2723,15.54,NA,0,0,52870.65,52870.65,Solar,0
Wakefern Food Corp,-52581,Solar,2,2723,15.54,NA,0,0,52870.65,52870.65,Solar,0
Wallenpaupack,-112107,Hydraulic Turbine,44,48914,12.69,NA,808770.31,0,616628.92,1425399.23,Water,16.53453633
Wallenpaupack,-112106,Hydraulic Turbine,44,48914,12.69,NA,808770.31,0,616628.92,1425399.23,Water,16.53453633
Wapakoneta Solar Farm,-56880,Solar,3,NA,NA,NA,NA,NA,79305.97,NA,Solar,#VALUE!
Warren County Landfill Gas to Energy,-101272,Internal Combustion,3.5,5028,16.4,10300.12,100595.02,196765.66,39669.77,337030.45,Biomass,59.1409467
Warren County Power Station,-14245,Combined Cycle,1472.2,6153302,47.71,6787.29,5607598,182773720.2,18848474,207229792.2,Gas,30.61467131
Warren County Solar,-99233,Solar,2,3699,21.11,NA,0,0,52870.65,52870.65,Solar,0
Warren County Solar,-93098,Solar,2,3699,21.11,NA,0,0,52870.65,52870.65,Solar,0
Warren CT,-107362,Gas Turbine,57,5568,1.12,17561.42,114047.58,259367.76,304814.58,678229.93,Oil,67.06453664
Warren Energy Resource Co.,-7581,Steam Turbine,10.5,74260,80.73,20084.53,1713710.1,10241779.75,1207217.09,13162706.94,Biomass,160.9950155
Warren F Beasley CT,-9648,Gas Turbine,98,43539,5.07,9702.68,143519.92,1681329.8,338491.68,2163341.4,Gas,41.91299111
Warren Field Solar Project,-86118,Solar,7,NA,NA,NA,NA,NA,185047.26,NA,Solar,#VALUE!
Warren Hydro,-87176,Hydraulic Turbine,0.75,NA,NA,NA,NA,NA,11851.94,NA,Water,#VALUE!
Warren Hydro,-87175,Hydraulic Turbine,0.75,NA,NA,NA,NA,NA,11851.94,NA,Water,#VALUE!
Warrior Ridge Hydroelectric,-7589,Hydraulic Turbine,2.8,7322,29.85,NA,215747.7,0,132474.19,348221.89,Water,29.46567878
Warrior Run Advancion Energy Storage Array,-95698,Other,11,NA,NA,NA,NA,NA,NA,NA,Other Nonrenewable,#VALUE!
Warrior Run Cogeneration,-1414,Steam Turbine,180,1165822,73.94,10781.39,2804383.55,35537510.82,4771829.63,43113723.99,Coal,32.88829201
Washington Generating Facility,-88874,Combined Cycle,648,4869157,85.78,7367.68,3007937.92,97834090.89,6401839.75,107243868.6,Gas,20.71036707
Wastewater Solar Project,-19064,Solar,0.5,NA,NA,NA,NA,NA,13217.66,NA,Solar,#VALUE!
Water Treatment Plant,-12849,Internal Combustion,1.7,44,0.3,11590.91,16636.87,6133.04,17226.29,39996.19,Oil,517.4979545
Waterford Energy Facility,-71390,Combined Cycle,850,6151587,82.62,7064.21,3710757.93,118510429.2,7992034.07,130213221.2,Gas,19.86823679
Waterloo Solar Plant,-112923,Solar,1,1662,18.97,NA,0,0,26435.32,26435.32,Solar,0
Waterloo Solar Plant,-112922,Solar,1,1662,18.97,NA,0,0,26435.32,26435.32,Solar,0
Waterloo Solar Plant,-112921,Solar,1,1662,18.97,NA,0,0,26435.32,26435.32,Solar,0
Watervliet Solar (Clean Energy Solar Pilot Project),-86331,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Watson Seed Farm PV 1,-70008,Solar,20,NA,NA,NA,NA,NA,44903.84,NA,Solar,#VALUE!
Waukegan,-107366,Steam Turbine,689,1796131,29.76,10807.92,9666564.61,34586261.93,18281455.46,62534282,Coal,24.63786135
Waukegan Jet,-107368,Gas Turbine,143.7,158,0.01,23727.85,39186.87,44394.83,581430.05,665011.75,Oil,528.9981013
Wausau Paper Middletown ST,-48145,Steam Turbine,1.5,9353,71.18,11722,84112.81,306350.61,19684.7,410148.12,Coal,41.7473987
Waymart Wind Farm,-8901,Wind Turbine,64.5,143487,25.4,NA,550258.19,0,1449933.65,2000191.83,Wind,3.834899259
WC Landfill Energy Project,-101286,Solar,1.2,1601,15.23,NA,0,0,31722.39,31722.39,Solar,0
WCI Steel Inc.,-7634,Steam Turbine,19.3,33118,19.59,9372.03,2298382.58,134979.09,3547215.25,5980576.92,Other Nonrenewable,73.47550184
"Wellington, OH",-7656,Internal Combustion,1,33,0.38,10515.15,229.24,4181.62,2145.72,6556.57,Oil,133.6624242
Wells Manufacturing Company,-7658,Internal Combustion,6,3031,5.77,21780.27,91442.33,194729.17,64199.98,350371.48,Gas,94.41487958
Wenning Poultry IC Plant,-103489,Internal Combustion,1.8,NA,NA,11075,NA,NA,75990.56,NA,Biomass,#VALUE!
West 41st Street,-7665,Gas Turbine,36,3314,1.05,12300.54,92507.95,132948.71,246856.62,472313.27,Gas,68.03158117
West Campus Plant,-18608,Steam Turbine,6,2208,17.04,11722,82865.84,104106.32,35369,222341.16,Gas,84.67942029
West Deptford,-26039,Combined Cycle,754.2,4276113,64.72,6971.56,2874884.81,86807408.72,6317108.27,95999401.8,Gas,20.97285398
West Energy Center,-21094,Gas Turbine,19,104,0.06,21769.23,25793.89,26971.43,213281.44,266046.76,Oil,507.3588462
West Lorain,-10165,Gas Turbine,545,681,0.01,91340.22,168900.38,748077.31,1790155.19,2707132.88,Gas,1346.516432
West Pemberton Solar Project,-78771,Solar,7,12092,19.72,NA,0,0,185047.26,185047.26,Solar,0
West Point Facility,-7691,Gas Turbine,66,311922,53.95,4908.39,437781.28,4458228.41,280487,5176496.69,Gas,15.69626282
West Point Facility IC,-7692,Internal Combustion,15,65,0.05,3000,37653.63,3437.42,169920.49,211011.53,Oil,632.17
West Shore,-93173,Gas Turbine,31,276,0.1,14989.13,68453.02,49830.93,234652.48,352936.43,Oil,428.5650362
West Spring Street,-7701,Internal Combustion,1.5,39,0.3,9615.38,6495.4,4251.31,8091.27,18837.98,Oil,275.5566667
West Station,-7705,Gas Turbine,29,812,0.32,18107.14,81337.8,178833.79,219415.36,479586.96,Oil,320.4083621
Westampton,-18973,Solar,0.21,NA,NA,NA,NA,NA,5551.42,NA,Solar,#VALUE!
Westchester Landfill,-16773,Internal Combustion,3.6,20286,64.33,10701.03,276599.27,806303.68,40339.13,1123242.07,Biomass,53.38178793
Western Branch High School Solar Project,-98232,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Westport Jet,-72879,Gas Turbine,115.8,22579,2.23,14333.1,189865.31,942371.68,493290.11,1625527.1,Gas,50.14557731
Westwood Generating Station,-56376,Steam Turbine,30,202843,77.19,16142.79,1048572.42,10036587.17,393694.08,11478853.67,Coal,54.64896294
Westwood Generating Station,-56375,Steam Turbine,30,202843,77.19,16142.79,1048572.42,10036587.17,393694.08,11478853.67,Coal,54.64896294
Wheelabrator Falls Inc.,-83635,Steam Turbine,46,321533,79.79,16499.88,2378857.74,31918940.24,1169779.68,35467577.65,Biomass,106.6696046
Wheelabrator Frackville Energy Company,-83636,Steam Turbine,42.5,263697,70.83,14768.26,1189078.68,11456866.52,557733.28,13203678.48,Coal,47.95634838
Wheelabrator Gloucester County,-83637,Steam Turbine,12,76040,72.34,25530.97,1614103.57,11680157.8,1131691.04,14425952.41,Biomass,174.8324746
Wheelabrator Portsmouth,-83630,Steam Turbine,46.5,265676,65.22,10526.35,2514666.05,18833712.04,1469203.41,22817581.5,Biomass,80.35493643
Wheeler Landfill Gas Recovery,-12915,Internal Combustion,0.8,5497,78.44,11075,78099,36777,0,114876,Biomass,20.89794433
White Rose Solar PV Plant,-65527,Solar,4.2,6031,16.39,NA,0,0,111028.35,111028.35,Solar,0
White Rose Solar PV Plant,-65526,Solar,4.2,6031,16.39,NA,0,0,111028.35,111028.35,Solar,0
White Solar Farm Project,-92117,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Whitewater Valley,-7773,Steam Turbine,99.7,53291,6.1,13043.48,479253.26,2081025.75,1308376.66,3868655.67,Coal,48.04336586
Whole Foods Edgewater,-18945,Solar,0.11,NA,NA,NA,NA,NA,2907.89,NA,Solar,#VALUE!
Whole Foods Ridgewood,-18957,Solar,0.07,NA,NA,NA,NA,NA,1850.47,NA,Solar,#VALUE!
Wildcat Wind Farm,-85370,Wind Turbine,200,648371,37.01,NA,964817.25,0,3416930.51,4381747.76,Wind,1.488063547
Wildcat Wind Farm,-85369,Wind Turbine,200,648371,37.01,NA,964817.25,0,3416930.51,4381747.76,Wind,1.488063547
Will County,-107278,Steam Turbine,520,2794123,52.62,9791.66,8206071.82,49625342.56,13223773.17,71055187.55,Coal,20.69751918
Willey Battery Storage Project,-95303,Other,NA,NA,NA,NA,NA,NA,NA,NA,Other Nonrenewable,#VALUE!
William G. Mennen Sports Arena (Solar),-113005,Solar,1,1567,17.89,NA,0,0,26435.32,26435.32,Solar,0
William G. Mennen Sports Arena (Solar),-113004,Solar,1,1567,17.89,NA,0,0,26435.32,26435.32,Solar,0
William G. Mennen Sports Arena (Solar),-113003,Solar,1,1567,17.89,NA,0,0,26435.32,26435.32,Solar,0
William Paterson University Solar Plant,-82734,Solar,1.4,581,4.74,NA,0,0,37009.45,37009.45,Solar,0
Williamsport,-93171,Gas Turbine,28.8,150,0.06,17300,37202.73,31222.73,234033.99,302459.45,Oil,456.1697333
Williams-Sonoma Solar Facility,-65471,Solar,3.6,4622,14.66,NA,0,0,95167.16,95167.16,Solar,0
Williams-Sonoma Solar Facility,-65470,Solar,3.6,4622,14.66,NA,0,0,95167.16,95167.16,Solar,0
Williamston Solar Farm,-81792,Solar,5,9254,21.13,NA,0,0,132176.61,132176.61,Solar,0
Williamston Speight Solar,-89945,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Willis Tower Solar Project,-23496,Solar,2,NA,NA,NA,NA,NA,52870.65,NA,Solar,#VALUE!
Willow Island Hydro,-15377,Hydraulic Turbine,NA,NA,NA,NA,NA,NA,NA,NA,Water,#VALUE!
Wilmington 1- Peninsula Solar,-59928,Solar,1,NA,NA,NA,NA,NA,26435.32,NA,Solar,#VALUE!
Wilmington 2- Peninsula Solar,-59930,Solar,1,NA,NA,NA,NA,NA,26435.32,NA,Solar,#VALUE!
Wilzig Associates Solar Plant,-98853,Solar,1.2,2020,19.22,NA,0,0,31722.39,31722.39,Solar,0
Windsor Cooper Hill Solar Project,-74624,Solar,5,166,0.9,NA,0,0,55405.54,55405.54,Solar,0
Windsor Solar Project,-80861,Solar,5,9517,21.73,NA,0,0,132176.61,132176.61,Solar,0
Winfield,-7814,Hydraulic Turbine,24.3,83369,39.16,NA,196087,6367,734198,936652,Water,2.428408641
Winnetka,-7817,Steam Turbine,28.2,1841,0.75,18105.38,69092.4,98317.35,674172.49,841582.24,Gas,90.93413905
Winnetka IC,-13216,Internal Combustion,5.2,218,0.48,13862.39,46738.83,36310.37,45201.6,128250.8,Oil,380.959633
Winton Solar,-105278,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Wm F Matson Generating Station,-7832,Hydraulic Turbine,21.7,62822,33.05,NA,674181.17,0,239391.31,913572.48,Water,10.73160947
Wolf Energy - Farm#3,-70537,Internal Combustion,NA,NA,NA,NA,NA,NA,NA,NA,Biomass,#VALUE!
Wolf Hills Energy,-105049,Gas Turbine,285,103963,4.16,10947.53,378089.07,4545194.34,911882.17,5835165.58,Gas,47.35611141
Woodbine Landfill Plant,-67989,Internal Combustion,2.1,16431,89.32,10126.83,216346.9,550613.7,26400.63,793361.23,Biomass,46.67765809
Woodbridge Energy Center,-101983,Combined Cycle,NA,NA,NA,NA,NA,NA,NA,NA,Gas,#VALUE!
Woodbridge Energy Center,-99635,Combined Cycle,NA,NA,NA,NA,NA,NA,NA,NA,Gas,#VALUE!
Woodbridge Energy Center,-99634,Combined Cycle,NA,NA,NA,NA,NA,NA,NA,NA,Gas,#VALUE!
Woodland Landfill Gas Recovery,-7843,Internal Combustion,4.8,35081,83.43,11642.17,451424.72,1334509.54,48371.4,1834305.66,Biomass,50.90887546
Woodland Solar,-105490,Solar,NA,NA,NA,NA,NA,NA,NA,NA,Solar,#VALUE!
Woodsdale,-10609,Gas Turbine,564,53347,1.08,18571.63,1436009,3934582.94,1469237,6839828.94,Gas,100.6728015
Wooster Renewable Energy,-87455,Internal Combustion,1,2733,31.2,11715.7,30370.31,105953.12,11891.1,148214.53,Biomass,49.8805086
Worton Project (WGES Solar),-29175,Solar,1,1689,19.28,NA,0,0,26435.32,26435.32,Solar,0
Yankee Solar Facility,-30284,Solar,1.1,1136,11.79,NA,3430,0,20535,23965,Solar,3.019366197
Yankee Street,-30231,Gas Turbine,109,230,0.02,16465.22,264724,125633,49400,439757,Gas,1697.204348
Yards Creek Pumped Storage Hydroelectric Project,-7898,Pumped Storage,420,446590,12.14,NA,2047123,15106423.54,2562151.88,19715698.42,Water,38.41005517
Yards Creek Pumped Storage Hydroelectric Project,-7897,Pumped Storage,420,446590,12.14,NA,2047123,15106423.54,2562151.88,19715698.42,Water,38.41005517
Yardville Solar Farm,-19764,Solar,3.6,5677,18,NA,0,0,95167.16,95167.16,Solar,0
York Cogeneration,-108184,Combined Cycle,56.6,7765,1.57,9907.24,62408.31,223925.64,1458715.35,1745049.29,Gas,36.87494527
York County Resource Recovery Center,-7913,Steam Turbine,29.5,222261,86.01,20091.9,2250808.78,28138868.25,1280803.05,31670480.09,Biomass,136.7296873
York Energy Center (Delta Power Project),-20940,Combined Cycle,545,1976570,41.4,7901.08,2282960.63,49474227.77,4827865.69,56585054.09,Gas,26.18535564
York Haven,-99598,Hydraulic Turbine,19,130205,78.23,NA,696073.66,0,540453.86,1236527.53,Water,5.345982566
York Haven,-99597,Hydraulic Turbine,19,130205,78.23,NA,696073.66,0,540453.86,1236527.53,Water,5.345982566
Yorktown,-7916,Steam Turbine,1119,565308,5.77,11165.63,6700894,35907745.48,20214380,62823019.48,Oil,75.37243322
Yough Hydro Power,-7917,Hydraulic Turbine,12.2,43907,41.08,NA,542857.32,0,176041.84,718899.16,Water,12.36379894
